codice,file,w,h,keep,elementi,item,item_w,item_h,dcol,dedge,ink,item_rot
PP915-9,PP915-9__solo.webp,1527,987,0.987,7,PP915-9__item.webp,264,900,2.3,0.0261,#ed7419,
PP915-90,PP915-90__solo.webp,1527,987,0.986,7,PP915-90__item.webp,264,900,2.3,0.0261,#f6b978,
PP915-91,PP915-91__solo.webp,1527,987,0.986,6,PP915-91__item.webp,264,900,2.3,0.0261,#86514d,
PP915-92,PP915-92__solo.webp,1527,987,0.986,6,PP915-92__item.webp,264,900,2.3,0.0261,#725351,
PP915-93,PP915-93__solo.webp,1527,961,0.956,6,PP915-93__item.webp,265,900,2.3,0.0261,#d9e7c3,
PP915-94,PP915-94__solo.webp,1527,987,0.986,7,PP915-94__item.webp,264,900,2.3,0.0261,#8d5139,
PP915-95,PP915-95__solo.webp,1527,987,0.987,7,PP915-95__item.webp,264,900,2.3,0.0261,#a37c6d,
PP915-96,PP915-96__solo.webp,1527,987,0.986,7,PP915-96__item.webp,264,900,2.3,0.0261,#d68bac,
PP915-97,PP915-97__solo.webp,1527,987,0.986,6,PP915-97__item.webp,264,900,2.3,0.0261,#ec9568,
PP915-98,PP915-98__solo.webp,1527,987,0.987,7,PP915-98__item.webp,264,900,2.3,0.0261,#5f423c,
PP915-99,PP915-99__solo.webp,1527,987,0.986,6,PP915-99__item.webp,264,900,2.3,0.0261,#725245,
PP917-12,PP917-12__solo.webp,1532,965,0.991,4,PP917-12__item.webp,114,900,5.96,0.0665,,
PP917-18,PP917-18__solo.webp,1530,965,0.993,5,PP917-18__item.webp,113,900,5.96,0.0665,,
PP917-24,PP917-24__solo.webp,1529,965,0.992,4,PP917-24__item.webp,113,900,5.96,0.0665,,
PP917-36,PP917-36__solo.webp,1532,965,0.993,5,PP917-36__item.webp,114,900,5.96,0.0665,,
PP917-48,PP917-48__solo.webp,1213,940,0.831,3,PP917-48__item.webp,133,900,5.96,0.0665,,
PP917-6,PP917-6__solo.webp,992,964,0.806,7,PP917-6__p4.webp,113,900,5.96,0.0665,,
PP917-96,PP917-96__solo.webp,1212,939,0.832,3,PP917-96__item.webp,113,900,5.96,0.0665,,
PP920,PP920__solo.webp,1531,946,0.992,3,PP920__item.webp,156,900,,,,
PP921,PP921__solo.webp,1554,954,0.991,3,PP921__item.webp,121,900,,,,
PP922-01,PP922-01__solo.webp,1058,940,0.841,3,PP922-01__item.webp,103,900,20.79,0.1286,,
PP922-02,PP922-02__solo.webp,1066,941,0.842,3,PP922-02__item.webp,237,900,20.79,0.1286,,
PP922-03,PP922-03__solo.webp,1066,941,0.842,3,PP922-03__item.webp,237,900,20.79,0.1286,,
PP922-04,PP922-04__solo.webp,1066,941,0.842,3,PP922-04__item.webp,237,900,20.79,0.1286,,
PP922-05,PP922-05__solo.webp,1066,946,0.842,3,PP922-05__item.webp,237,900,20.79,0.1286,,
PP922-06,PP922-06__solo.webp,1066,952,0.844,3,PP922-06__item.webp,235,900,20.79,0.1286,,
PP922-07,PP922-07__solo.webp,1066,951,0.843,3,PP922-07__item.webp,235,900,20.79,0.1286,,
PP922-08,PP922-08__solo.webp,1066,952,0.843,3,PP922-08__item.webp,235,900,20.79,0.1286,,
PP922-09,PP922-09__solo.webp,1066,949,0.843,3,PP922-09__item.webp,236,900,20.79,0.1286,,
PP922-10,PP922-10__solo.webp,1066,951,0.843,3,PP922-10__item.webp,103,900,20.79,0.1286,,
PP922-11,PP922-11__solo.webp,1066,951,0.844,3,PP922-11__item.webp,235,900,20.79,0.1286,,
PP922-12,PP922-12__solo.webp,1066,948,0.843,3,PP922-12__item.webp,104,900,20.79,0.1286,,
PP922-13,PP922-13__solo.webp,1066,948,0.845,3,PP922-13__item.webp,103,900,20.79,0.1286,,
PP922-14,PP922-14__solo.webp,1066,955,0.844,3,PP922-14__item.webp,102,900,20.79,0.1286,,
PP922-15,PP922-15__solo.webp,1066,955,0.843,3,PP922-15__item.webp,102,900,20.79,0.1286,,
PP922-16,PP922-16__solo.webp,1066,951,0.843,2,PP922-16__item.webp,103,900,20.79,0.1286,,
PP922-17,PP922-17__solo.webp,1066,953,0.843,3,PP922-17__item.webp,102,900,20.79,0.1286,,
PP922-18,PP922-18__solo.webp,1066,954,0.843,2,PP922-18__item.webp,104,900,20.79,0.1286,,
PP922-19,PP922-19__solo.webp,1066,955,0.842,3,PP922-19__item.webp,102,900,20.79,0.1286,,
PP922-20,PP922-20__solo.webp,1066,955,0.842,3,PP922-20__item.webp,102,900,20.79,0.1286,,
PP922-21,PP922-21__solo.webp,1066,956,0.843,3,PP922-21__item.webp,104,900,20.79,0.1286,,
PP922-22,PP922-22__solo.webp,1066,970,0.845,2,PP922-22__item.webp,105,900,20.79,0.1286,,
PP922-23,PP922-23__solo.webp,1066,952,0.844,3,PP922-23__item.webp,236,900,20.79,0.1286,,
PP922-24,PP922-24__solo.webp,1066,957,0.845,3,PP922-24__item.webp,234,900,20.79,0.1286,,
PP922-25,PP922-25__solo.webp,1066,957,0.844,3,PP922-25__item.webp,234,900,20.79,0.1286,,
PP922-26,PP922-26__solo.webp,1066,956,0.889,2,PP922-26__item.webp,235,900,20.79,0.1286,,
PP922-27,PP922-27__solo.webp,1066,955,0.841,2,PP922-27__item.webp,237,900,20.79,0.1286,,
PP922-28,PP922-28__solo.webp,1529,955,0.991,3,PP922-28__p3.webp,237,900,20.79,0.1286,,
PP927-12,PP927-12__solo.webp,1528,954,0.991,17,PP927-12__item.webp,322,698,0.29,0.0459,,
PP927-24,PP927-24__solo.webp,1528,959,0.991,13,PP927-24__item.webp,404,643,0.29,0.0459,,
PP927-36,PP927-36__solo.webp,1528,959,0.992,8,PP927-36__item.webp,127,863,0.29,0.0459,,
PP928-01,PP928-01__solo.webp,1529,948,0.993,6,PP928-01__item.webp,116,900,7.79,0.0386,,
PP928-02,PP928-02__solo.webp,1529,948,0.993,6,PP928-02__item.webp,115,900,7.79,0.0386,,
PP928-03,PP928-03__solo.webp,1529,948,0.993,6,PP928-03__item.webp,116,900,7.79,0.0386,,
PP93-1010,PP93-1010__solo.webp,1532,941,0.991,3,PP93-1010__item.webp,816,410,0.08,0.0086,,
PP93-1515,PP93-1515__solo.webp,1532,941,0.991,3,PP93-1515__item.webp,816,410,0.08,0.0086,,
PP93-1824,PP93-1824__solo.webp,1178,937,0.882,2,PP93-1824__item.webp,815,409,0.08,0.0086,,
PP93-66,PP93-66__solo.webp,1192,823,0.872,2,PP93-66__item.webp,815,409,0.08,0.0086,,
PP93-88,PP93-88__solo.webp,1209,855,0.883,2,PP93-88__item.webp,815,410,0.08,0.0086,,
PP930,PP930__solo.webp,1087,938,0.933,4,PP930__item.webp,63,900,21.25,0.0123,,
PP930P,PP930P__solo.webp,1086,938,0.929,4,PP930P__item.webp,62,900,21.25,0.0123,,
PP931,PP931__solo.webp,1091,939,0.942,4,PP931__item.webp,63,900,21.25,0.0123,,
PP932,PP932__solo.webp,1298,947,0.953,4,PP932__item.webp,63,900,21.25,0.0123,,
PP938,PP938__solo.webp,1085,938,0.925,5,PP938__item.webp,81,863,50.44,0.0576,,
PP939,PP939__solo.webp,1184,944,0.944,4,PP939__item.webp,105,815,50.44,0.0576,,
PP94-1010,PP94-1010__solo.webp,1525,942,0.99,4,PP94-1010__item.webp,304,546,0.02,0.0011,,
PP94-1515,PP94-1515__solo.webp,1525,942,0.988,7,PP94-1515__item.webp,304,546,0.02,0.0011,,
PP94-1824,PP94-1824__solo.webp,1211,769,0.875,3,PP94-1824__item.webp,320,574,0.02,0.0011,,
PP94-66,PP94-66__solo.webp,1525,942,0.989,4,PP94-66__item.webp,304,546,0.02,0.0011,,
PP94-88,PP94-88__solo.webp,1525,942,0.989,4,PP94-88__item.webp,304,546,0.02,0.0011,,
PP942-01,PP942-01__solo.webp,1140,927,0.903,7,PP942-01__item.webp,189,322,48.24,0.0886,,
PP942-14,PP942-14__solo.webp,1097,935,0.845,7,PP942-14__item.webp,154,324,48.24,0.0886,,
PP943-10,PP943-10__solo.webp,1145,914,0.926,4,PP943-10__item.webp,153,900,53.77,0.1056,,
PP943-15,PP943-15__solo.webp,1283,937,0.94,4,PP943-15__item.webp,115,813,53.77,0.1056,,
PP943-24,PP943-24__solo.webp,1274,827,0.947,2,PP943-24__item.webp,119,864,53.77,0.1056,,
PP95-1824,PP95-1824__solo.webp,1530,944,0.985,2,PP95-1824__item.webp,312,444,4.8,0.0451,,
PP95-2020,PP95-2020__solo.webp,1531,941,0.986,4,PP95-2020__item.webp,370,367,4.8,0.0451,,
PP95-2025,PP95-2025__solo.webp,1528,941,0.986,3,PP95-2025__item.webp,371,443,4.8,0.0451,,
PP95-2030,PP95-2030__solo.webp,1528,953,0.985,4,PP95-2030__item.webp,367,390,4.8,0.0451,,
PP95-2050,PP95-2050__solo.webp,1528,945,0.989,3,PP95-2050__item.webp,388,685,4.8,0.0451,,
PP95-2430,PP95-2430__solo.webp,1528,945,0.986,3,PP95-2430__item.webp,377,395,4.8,0.0451,,
PP95-3030,PP95-3030__solo.webp,1528,943,0.986,2,PP95-3030__item.webp,397,396,4.8,0.0451,,
PP95-3040,PP95-3040__solo.webp,1527,944,0.986,3,PP95-3040__item.webp,396,419,4.8,0.0451,,
PP95-4040,PP95-4040__solo.webp,1527,942,0.987,3,PP95-4040__item.webp,422,418,4.8,0.0451,,
PP95-4050,PP95-4050__solo.webp,1528,943,0.987,3,PP95-4050__item.webp,422,444,4.8,0.0451,,
PP95-5050,PP95-5050__solo.webp,1528,942,0.987,3,PP95-5050__item.webp,447,444,4.8,0.0451,,
PP950-03,PP950-03__solo.webp,1528,908,0.993,7,PP950-03__item.webp,419,392,8.36,0.1381,,
PP950-04,PP950-04__solo.webp,1528,917,0.874,6,,,,8.36,0.1381,,
PP950-05,PP950-05__solo.webp,1528,895,0.993,8,,,,8.36,0.1381,,
PP950-06,PP950-06__solo.webp,1528,917,0.993,5,,,,8.36,0.1381,,
PP950-07,PP950-07__solo.webp,1528,908,0.991,7,PP950-07__item.webp,460,397,8.36,0.1381,,
PP950-09,PP950-09__solo.webp,1528,908,0.99,7,PP950-09__item.webp,400,413,8.36,0.1381,,
PP950-11,PP950-11__solo.webp,1528,908,0.991,7,,,,8.36,0.1381,,
PP950-12,PP950-12__solo.webp,1528,915,0.989,7,PP950-12__item.webp,446,385,8.36,0.1381,,
PP96-2030,PP96-2030__solo.webp,1525,955,0.985,4,PP96-2030__item.webp,363,521,5.26,0.1538,,
PP96-3040,PP96-3040__solo.webp,1529,944,0.986,3,PP96-3040__item.webp,443,564,5.26,0.1538,,
PP96-4050,PP96-4050__solo.webp,1529,943,0.988,4,PP96-4050__item.webp,566,563,5.26,0.1538,,
PP97-2020,PP97-2020__solo.webp,1530,955,0.989,5,PP97-2020__item.webp,354,354,7.72,0.1207,,
PP97-2525,PP97-2525__solo.webp,1529,952,0.99,4,PP97-2525__item.webp,458,490,7.72,0.1207,,
PP97-3030,PP97-3030__solo.webp,1534,952,0.99,5,PP97-3030__item.webp,491,493,7.72,0.1207,,
PP97-3535,PP97-3535__solo.webp,1530,952,0.99,3,PP97-3535__item.webp,503,502,7.72,0.1207,,
PP97-4040,PP97-4040__solo.webp,1534,952,0.991,4,PP97-4040__item.webp,554,554,7.72,0.1207,,
PP97-4545,PP97-4545__solo.webp,1530,947,0.992,4,PP97-4545__item.webp,593,646,7.72,0.1207,,
PP97-5050,PP97-5050__solo.webp,1530,944,0.993,3,PP97-5050__item.webp,644,644,7.72,0.1207,,
PP98-100100,PP98-100100__solo.webp,1529,944,0.995,4,PP98-100100__item.webp,834,834,8.01,0.063,,
PP98-100120,PP98-100120__solo.webp,1529,957,0.987,3,PP98-100120__item.webp,771,892,8.01,0.063,,
PP98-1616,PP98-1616__solo.webp,1533,941,0.985,3,PP98-1616__item.webp,315,321,8.01,0.063,,
PP98-1824,PP98-1824__solo.webp,1529,944,0.985,2,PP98-1824__item.webp,290,382,8.01,0.063,,
PP98-2020,PP98-2020__solo.webp,1531,953,0.987,2,PP98-2020__item.webp,543,436,8.01,0.063,,
PP98-2025,PP98-2025__solo.webp,1539,957,0.988,2,PP98-2025__item.webp,387,470,8.01,0.063,,
PP98-2030,PP98-2030__solo.webp,1530,944,0.988,2,PP98-2030__item.webp,345,508,8.01,0.063,,
PP98-2050,PP98-2050__solo.webp,1528,942,0.989,4,PP98-2050__item.webp,367,613,8.01,0.063,,
PP98-2430,PP98-2430__solo.webp,1529,944,0.986,3,PP98-2430__item.webp,332,395,8.01,0.063,,
PP98-3030,PP98-3030__solo.webp,1533,955,0.987,2,PP98-3030__item.webp,564,405,8.01,0.063,,
PP98-3040,PP98-3040__solo.webp,1528,943,0.987,2,PP98-3040__item.webp,335,426,8.01,0.063,,
PP98-3060,PP98-3060__solo.webp,1529,944,0.989,4,PP98-3060__item.webp,395,545,8.01,0.063,,
PP98-4040,PP98-4040__solo.webp,1528,944,0.988,2,PP98-4040__item.webp,411,422,8.01,0.063,,
PP98-4050,PP98-4050__solo.webp,1528,943,0.987,2,PP98-4050__item.webp,347,446,8.01,0.063,,
PP98-4060,PP98-4060__solo.webp,1529,942,0.988,4,PP98-4060__item.webp,338,545,8.01,0.063,,
PP98-4080,PP98-4080__solo.webp,1529,943,0.991,3,PP98-4080__item.webp,378,752,8.01,0.063,,
PP98-50100,PP98-50100__solo.webp,1529,944,0.992,2,PP98-50100__item.webp,430,834,8.01,0.063,,
PP98-5050,PP98-5050__solo.webp,1528,943,0.981,3,PP98-5050__item.webp,446,445,8.01,0.063,,
PP98-5060,PP98-5060__solo.webp,1529,946,0.99,4,PP98-5060__item.webp,472,549,8.01,0.063,,
PP98-5070,PP98-5070__solo.webp,1529,943,0.991,3,PP98-5070__item.webp,473,659,8.01,0.063,,
PP98-6060,PP98-6060__solo.webp,1529,944,0.991,4,PP98-6060__item.webp,546,546,8.01,0.063,,
PP98-6080,PP98-6080__solo.webp,1529,943,0.993,3,PP98-6080__item.webp,543,752,8.01,0.063,,
PP98-6090,PP98-6090__solo.webp,1529,942,0.993,3,PP98-6090__item.webp,553,813,8.01,0.063,,
PP99-100100,PP99-100100__solo.webp,1535,965,0.995,4,PP99-100100__item.webp,847,855,13.29,0.1076,,
PP99-100120,PP99-100120__solo.webp,1536,972,0.995,2,PP99-100120__item.webp,775,900,13.29,0.1076,,
PP99-1824,PP99-1824__solo.webp,1529,944,0.985,2,PP99-1824__item.webp,298,382,13.29,0.1076,,
PP99-2020,PP99-2020__solo.webp,1528,943,0.986,2,PP99-2020__item.webp,372,426,13.29,0.1076,,
PP99-2025,PP99-2025__solo.webp,1529,944,0.988,2,PP99-2025__item.webp,372,458,13.29,0.1076,,
PP99-2030,PP99-2030__solo.webp,1529,943,0.988,3,PP99-2030__item.webp,342,564,13.29,0.1076,,
PP99-2050,PP99-2050__solo.webp,1523,942,0.989,4,PP99-2050__item.webp,368,613,13.29,0.1076,,
PP99-2430,PP99-2430__solo.webp,1535,957,0.987,2,PP99-2430__item.webp,516,410,13.29,0.1076,,
PP99-3030,PP99-3030__solo.webp,1537,955,0.987,2,PP99-3030__item.webp,400,409,13.29,0.1076,,
PP99-3040,PP99-3040__solo.webp,1534,955,0.987,3,PP99-3040__item.webp,516,430,13.29,0.1076,,
PP99-3060,PP99-3060__solo.webp,1536,959,0.99,4,PP99-3060__item.webp,410,560,13.29,0.1076,,
PP99-4040,PP99-4040__solo.webp,1535,958,0.988,2,PP99-4040__item.webp,596,439,13.29,0.1076,,
PP99-4050,PP99-4050__solo.webp,1533,953,0.988,3,PP99-4050__item.webp,348,457,13.29,0.1076,,
PP99-4060,PP99-4060__solo.webp,1536,956,0.988,4,PP99-4060__item.webp,339,559,13.29,0.1076,,
PP99-4080,PP99-4080__solo.webp,1539,952,0.991,3,PP99-4080__item.webp,397,762,13.29,0.1076,,
PP99-50100,PP99-50100__solo.webp,1535,957,0.992,2,PP99-50100__item.webp,632,853,13.29,0.1076,,
PP99-5050,PP99-5050__solo.webp,1533,953,0.982,2,PP99-5050__item.webp,459,459,13.29,0.1076,,
PP99-5060,PP99-5060__solo.webp,1537,956,0.99,3,PP99-5060__item.webp,479,565,13.29,0.1076,,
PP99-5070,PP99-5070__solo.webp,1538,954,0.992,3,PP99-5070__item.webp,483,676,13.29,0.1076,,
PP99-6060,PP99-6060__solo.webp,1535,957,0.991,4,PP99-6060__item.webp,559,562,13.29,0.1076,,
PP99-6080,PP99-6080__solo.webp,1535,959,0.993,3,PP99-6080__item.webp,551,768,13.29,0.1076,,
PP99-6090,PP99-6090__solo.webp,1539,957,0.993,3,PP99-6090__item.webp,571,825,13.29,0.1076,,
PS001,PS001__solo.webp,1213,911,0.895,3,PS001__item.webp,444,374,,,,
PS002,PS002__solo.webp,715,912,0.591,2,PS002__item.webp,715,510,,,,
PS003,PS003__solo.webp,1148,821,0.856,2,PS003__item.webp,463,405,50.67,0.0994,,
PS003V,PS003V__solo.webp,1161,884,0.88,2,PS003V__item.webp,463,399,50.67,0.0994,,
PS004,PS004__solo.webp,1192,947,0.861,2,PS004__item.webp,406,439,50.67,0.0994,,
PS005,PS005__solo.webp,1206,896,0.891,2,PS005__item.webp,437,453,9.17,0.0677,,
PS006-01,PS006-01__solo.webp,1204,878,0.886,2,PS006-01__item.webp,735,345,129.95,0.1382,,
PS006,PS006__solo.webp,1166,906,0.885,2,PS006__item.webp,385,416,129.95,0.1382,,
PS007,PS007__solo.webp,559,381,0.461,1,PS007__item.webp,559,381,50.67,0.0994,,
PS033,PS033__solo.webp,831,425,0.576,1,PS033__item.webp,831,425,14.11,0.1488,,
PS033V,PS033V__solo.webp,1410,843,0.983,4,PS033V__item.webp,900,460,14.11,0.1488,,
PS034,PS034__solo.webp,1157,868,0.881,2,PS034__item.webp,753,520,14.11,0.1488,,
PS035,PS035__solo.webp,1532,946,0.991,1,PS035__item.webp,289,630,,,,
PS036,PS036__solo.webp,1126,948,0.891,2,PS036__item.webp,288,629,9.17,0.0677,,
PS037,PS037__solo.webp,1145,944,0.881,3,PS037__item.webp,288,630,9.17,0.0677,,
PS038,PS038__solo.webp,1144,940,0.862,2,PS038__item.webp,288,630,9.17,0.0677,,
PS201,PS201__solo.webp,885,637,0.781,2,PS201__item.webp,311,495,6.39,0.1081,,
PS202,PS202__solo.webp,917,727,0.829,3,PS202__item.webp,352,591,6.39,0.1081,,
PS203,PS203__solo.webp,912,706,0.81,2,PS203__item.webp,413,585,6.39,0.1081,,
PS204,PS204__solo.webp,993,756,0.764,2,PS204__item.webp,450,684,6.39,0.1081,,
PS205,PS205__solo.webp,1165,929,0.811,2,PS205__item.webp,581,737,6.39,0.1081,,
PS206,PS206__solo.webp,1049,795,0.819,2,PS206__item.webp,506,774,6.39,0.1081,,
PS207,PS207__solo.webp,1031,800,0.854,2,PS207__item.webp,492,787,6.39,0.1081,,
PS208,PS208__solo.webp,1157,866,0.85,2,PS208__item.webp,606,866,6.39,0.1081,,
PS209,PS209__solo.webp,1194,895,0.858,2,PS209__item.webp,605,895,6.39,0.1081,,
PS210,PS210__solo.webp,1194,938,0.85,2,PS210__item.webp,626,900,6.39,0.1081,,
PS211,PS211__solo.webp,1134,915,0.875,2,PS211__item.webp,533,505,6.39,0.1081,,
PT100,PT100__solo.webp,1521,860,0.993,3,PT100__item.webp,683,597,,,,
PT102,PT102__solo.webp,1027,923,0.89,3,PT102__item.webp,458,580,98.02,0.1094,,
PT103,PT103__solo.webp,1415,816,0.986,3,PT103__item.webp,432,588,71.32,0.1689,,
PT104,PT104__solo.webp,948,937,0.877,2,PT104__item.webp,311,639,98.02,0.1094,,
PT105,PT105__solo.webp,873,831,0.875,2,PT105__item.webp,273,565,71.32,0.1689,,
PT106,PT106__solo.webp,979,812,0.973,2,PT106__item.webp,533,681,,,,
PT108,PT108__solo.webp,854,839,0.953,3,PT108__item.webp,251,659,,,,
PT109,PT109__solo.webp,1134,945,0.976,3,PT109__item.webp,826,695,,,,
PT110,PT110__solo.webp,890,933,0.973,2,PT110__item.webp,288,770,,,,
PT112,PT112__solo.webp,1023,866,0.978,3,PT112__item.webp,687,716,,,,
PT119,PT119__solo.webp,1163,819,0.909,2,PT119__item.webp,398,600,,,,
PT120,PT120__solo.webp,1202,808,0.905,3,PT120__item.webp,516,586,,,,
PT121,PT121__solo.webp,1215,757,0.977,3,PT121__item.webp,821,627,,,,
PT122,PT122__solo.webp,1528,848,0.965,4,PT122__item.webp,295,641,,,,
PT134,PT134__solo.webp,1519,968,0.982,5,PT134__item.webp,359,900,,,,
PT135,PT135__solo.webp,1489,942,0.897,4,PT135__item.webp,900,622,,,,
PT137,PT137__solo.webp,1527,899,0.984,5,PT137__item.webp,643,889,,,,
PT140,PT140__solo.webp,881,877,0.828,2,PT140__item.webp,284,620,,,,
PT141,PT141__solo.webp,883,884,0.827,2,PT141__item.webp,283,620,,,,
PT142-1,PT142-1__solo.webp,872,738,0.891,2,PT142-1__item.webp,400,499,74.54,0.0391,,
PT142-2,PT142-2__solo.webp,869,740,0.879,2,PT142-2__item.webp,395,489,74.54,0.0391,,
PT143-1,PT143-1__solo.webp,1278,848,0.987,3,PT143-1__item.webp,672,517,3.26,0.0889,,
PT143-2,PT143-2__solo.webp,1261,846,0.985,3,PT143-2__item.webp,627,484,3.26,0.0889,,
PT143-3,PT143-3__solo.webp,1260,846,0.985,3,PT143-3__item.webp,581,448,3.26,0.0889,,
PT143-4,PT143-4__solo.webp,1527,674,0.968,3,PT143-4__p2.webp,410,543,3.26,0.0889,,
PT200,PT200__solo.webp,1527,940,0.99,3,PT200__item.webp,541,607,,,,
PT201,PT201__solo.webp,1568,943,0.991,4,PT201__item.webp,778,545,,,,
PT300,PT300__solo.webp,1528,949,0.992,3,PT300__item.webp,868,583,61.03,0.0364,,
PT300B,PT300B__solo.webp,874,947,0.728,2,PT300B__item.webp,874,588,61.03,0.0364,,
PT300D,PT300D__solo.webp,1528,950,0.993,3,PT300D__item.webp,868,583,61.03,0.0364,,
PT300N,PT300N__solo.webp,1538,948,0.992,3,PT300N__item.webp,867,583,61.03,0.0364,,
PT301,PT301__solo.webp,1529,948,0.994,3,PT301__item.webp,900,605,61.03,0.0364,,
PT301B,PT301B__solo.webp,991,952,0.762,2,PT301B__item.webp,900,605,61.03,0.0364,,
PT301D,PT301D__solo.webp,1529,949,0.995,3,PT301D__item.webp,900,605,61.03,0.0364,,
PT301N,PT301N__solo.webp,1540,951,0.994,3,PT301N__item.webp,900,605,61.03,0.0364,,
PT302B,PT302B__solo.webp,1111,950,0.79,2,PT302B__item.webp,900,605,92.19,0.0425,,
PT302D,PT302D__solo.webp,1529,953,0.995,3,PT302D__item.webp,900,604,92.19,0.0425,,
PT302N,PT302N__solo.webp,1541,949,0.995,3,PT302N__item.webp,900,605,92.19,0.0425,,
PT303,PT303__solo.webp,1527,943,0.994,6,PT303__item.webp,414,612,2.99,0.0303,,
PT304,PT304__solo.webp,1534,948,0.994,6,PT304__item.webp,464,680,2.99,0.0303,,
PT307,PT307__solo.webp,1533,943,0.99,3,PT307__item.webp,647,464,0.15,0.0181,,
PT308,PT308__solo.webp,1532,945,0.992,3,PT308__item.webp,754,539,0.15,0.0181,,
PT309,PT309__solo.webp,1532,942,0.995,3,PT309__item.webp,900,643,0.15,0.0181,,
PT310-01,PT310-01__solo.webp,1528,966,0.992,8,PT310-01__item.webp,440,339,,,,
PT311-01,PT311-01__solo.webp,1528,967,0.992,9,PT311-01__item.webp,817,340,,,,
PT312,PT312__solo.webp,1523,939,0.984,4,PT312__item.webp,701,501,0.24,0.0061,,
PT313,PT313__solo.webp,1527,944,0.988,3,PT313__item.webp,843,599,0.24,0.0061,,
PT314,PT314__solo.webp,1530,933,0.991,3,PT314__item.webp,900,644,,,,
PT315,PT315__solo.webp,1540,952,0.972,4,PT315__item.webp,900,623,18.66,0.0347,,
PT316,PT316__solo.webp,1540,952,0.975,4,PT316__item.webp,900,623,18.66,0.0347,,
PT317,PT317__solo.webp,1540,952,0.987,3,PT317__item.webp,900,604,,,,
PY001,PY001__solo.webp,1229,898,0.926,4,PY001__item.webp,815,821,,,,
PY002,PY002__solo.webp,1010,948,0.908,4,PY002__item.webp,563,900,,,,
PY003,PY003__solo.webp,1399,921,0.981,10,PY003__item.webp,833,899,,,,
PY006,PY006__solo.webp,1418,900,0.996,2,PY006__item.webp,706,832,,,,
PY007,PY007__solo.webp,1366,945,0.996,6,PY007__item.webp,640,900,,,,
PY008,PY008__solo.webp,1304,898,0.785,3,PY008__item.webp,533,831,,,,
PY035-1,PY035-1__solo.webp,1527,857,0.99,3,PY035-1__item.webp,591,243,62.08,0.0334,,
PY035-2,PY035-2__solo.webp,1541,863,0.99,3,PY035-2__item.webp,590,243,62.08,0.0334,,
PY036-1,PY036-1__solo.webp,1527,892,0.992,3,PY036-1__item.webp,671,276,62.08,0.0334,,
PY036-2,PY036-2__solo.webp,1537,900,0.992,3,PY036-2__item.webp,675,278,62.08,0.0334,,
PY037,PY037__solo.webp,1524,886,0.991,3,PY037__item.webp,670,275,62.08,0.0334,,
PY038,PY038__solo.webp,1527,857,0.989,3,PY038__item.webp,591,243,62.08,0.0334,,
PY039-1,PY039-1__solo.webp,1526,933,0.994,4,PY039-1__item.webp,742,305,62.08,0.0334,,
PY039-2,PY039-2__solo.webp,1530,928,0.994,5,PY039-2__item.webp,749,308,62.08,0.0334,,
PY040-01,PY040-01__solo.webp,1530,945,0.993,10,PY040-01__item.webp,900,535,69.96,0.1357,,
PY040-02,PY040-02__solo.webp,1527,947,0.993,10,PY040-02__item.webp,900,536,69.96,0.1357,,
PY041-01,PY041-01__solo.webp,1531,942,0.988,4,PY041-01__item.webp,413,392,10.88,0.0584,,
PY041-02,PY041-02__solo.webp,1527,942,0.988,4,PY041-02__item.webp,415,405,10.88,0.0584,,
PY042-01,PY042-01__solo.webp,1529,950,0.988,4,PY042-01__item.webp,315,388,45.02,0.1572,,
PY042-02,PY042-02__solo.webp,1531,945,0.988,3,PY042-02__item.webp,524,900,45.02,0.1572,,
PY043,PY043__solo.webp,1202,873,0.882,5,PY043__item.webp,161,241,69.96,0.1357,,
PY044,PY044__solo.webp,1530,946,0.994,3,PY044__item.webp,365,364,10.88,0.0584,,
PY045,PY045__solo.webp,1529,945,0.994,4,PY045__item.webp,390,706,45.02,0.1572,,
PY046,PY046__solo.webp,1529,953,0.994,4,PY046__item.webp,380,853,69.96,0.1357,,
PY047,PY047__solo.webp,1528,948,0.994,4,PY047__item.webp,379,853,69.96,0.1357,,
PY048,PY048__solo.webp,1527,948,0.989,6,PY048__item.webp,566,446,,,,
PY049,PY049__solo.webp,1526,946,0.994,9,PY049__item.webp,900,516,,,,
PY050,PY050__solo.webp,1215,849,0.863,4,PY050__item.webp,760,742,,,,
PY051,PY051__solo.webp,1528,912,0.992,5,PY051__item.webp,534,346,,,,
PY052,PY052__solo.webp,1186,868,0.844,4,PY052__item.webp,742,258,,,,
PY053,PY053__solo.webp,1527,650,0.992,12,PY053__item.webp,619,572,7.83,0.1339,,
PY054,PY054__solo.webp,1532,588,0.992,2,PY054__item.webp,617,585,7.83,0.1339,,
PY055,PY055__solo.webp,1530,589,0.991,3,PY055__item.webp,641,585,7.83,0.1339,,
PY056,PY056__solo.webp,1527,731,0.987,3,PY056__item.webp,624,601,7.83,0.1339,,
PY057,PY057__solo.webp,1529,690,0.992,4,PY057__item.webp,626,619,7.83,0.1339,,
PY058,PY058__solo.webp,1533,623,0.991,1,PY058__item.webp,606,573,7.83,0.1339,,
S001,S001__solo.webp,1522,970,0.981,4,S001__item.webp,157,900,,,,
S002,S002__solo.webp,1534,933,0.982,7,S002__item.webp,551,611,,,,
S003,S003__solo.webp,1525,959,0.971,6,S003__item.webp,44,900,,,,
