codice,file,w,h,keep,elementi,item,item_w,item_h,dcol,dedge,ink,item_rot
PL042,PL042__solo.webp,1150,845,0.985,2,PL042__item.webp,606,597,,,,
PL051IT,PL051IT__solo.webp,1045,860,0.981,4,PL051IT__item.webp,848,136,,,,
PL053IT,PL053IT__solo.webp,1131,932,0.98,3,PL053IT__item.webp,451,780,7.21,0.1211,,
PL054IT,PL054IT__solo.webp,990,920,0.976,3,PL054IT__item.webp,369,637,7.21,0.1211,,
PL055IT,PL055IT__solo.webp,968,906,0.976,3,PL055IT__item.webp,362,623,7.21,0.1211,,
PL056IT,PL056IT__solo.webp,1180,682,0.977,2,PL056IT__item.webp,799,402,7.21,0.1211,,
PL057IT,PL057IT__solo.webp,1063,672,0.974,1,PL057IT__item.webp,900,540,7.21,0.1211,,
PL058IT,PL058IT__solo.webp,1008,668,0.968,2,PL058IT__item.webp,484,484,7.21,0.1211,,
PL905,PL905__solo.webp,1371,660,0.989,2,PL905__item.webp,459,624,0.32,0.0977,,
PL906,PL906__solo.webp,1372,659,0.992,2,PL906__item.webp,832,555,0.32,0.0977,,
PL907,PL907__solo.webp,1372,699,0.994,2,PL907__item.webp,900,675,0.32,0.0977,,
PM001,PM001__solo.webp,1132,722,0.939,4,PM001__item.webp,182,177,16.62,0.0923,,
PM001C,PM001C__solo.webp,1401,881,0.94,10,PM001C__item.webp,213,105,16.62,0.0923,,
PM002,PM002__solo.webp,1132,722,0.938,4,PM002__item.webp,182,177,16.62,0.0923,,
PM002C,PM002C__solo.webp,1405,883,0.94,9,PM002C__item.webp,583,729,16.62,0.0923,,
PM003,PM003__solo.webp,1134,722,0.934,4,PM003__item.webp,182,177,16.62,0.0923,,
PM003C,PM003C__solo.webp,1405,887,0.936,11,PM003C__item.webp,466,394,16.62,0.0923,,
PM004,PM004__solo.webp,1134,723,0.935,4,PM004__item.webp,182,177,16.62,0.0923,,
PM004C,PM004C__solo.webp,1402,884,0.936,11,PM004C__item.webp,470,396,16.62,0.0923,,
PM005,PM005__solo.webp,1134,724,0.935,4,PM005__item.webp,182,177,16.62,0.0923,,
PM005C,PM005C__solo.webp,1386,882,0.935,10,PM005C__item.webp,586,727,16.62,0.0923,,
PM006,PM006__solo.webp,1132,724,0.93,4,PM006__item.webp,182,177,16.62,0.0923,,
PM006C,PM006C__solo.webp,1397,884,0.932,11,PM006C__item.webp,211,104,16.62,0.0923,,
PM021,PM021__solo.webp,947,815,0.907,3,PM021__p1.webp,481,727,20.92,0.166,,
PM022,PM022__solo.webp,915,808,0.918,2,PM022__p1.webp,541,804,20.92,0.166,,
PM023,PM023__solo.webp,961,830,0.912,3,PM023__p1.webp,466,821,20.92,0.166,,
PM024,PM024__solo.webp,994,816,0.916,5,PM024__item.webp,477,813,20.92,0.166,,
PM025,PM025__solo.webp,1121,568,0.914,3,PM025__p1.webp,486,466,20.92,0.166,,
PM026,PM026__solo.webp,1141,695,0.921,8,PM026__p1.webp,533,706,20.92,0.166,,
PM027,PM027__solo.webp,858,699,0.907,3,PM027__p1.webp,510,699,20.92,0.166,,
PM028-1,PM028-1__solo.webp,931,822,0.848,2,PM028-1__item.webp,394,810,26.53,0.1524,,
PM028-2,PM028-2__solo.webp,932,821,0.862,2,PM028-2__item.webp,394,809,26.53,0.1524,,
PM028-3,PM028-3__solo.webp,931,823,0.87,2,PM028-3__item.webp,394,810,26.53,0.1524,,
PM028-4,PM028-4__solo.webp,930,820,0.844,2,PM028-4__item.webp,394,810,26.53,0.1524,,
PM028-5,PM028-5__solo.webp,930,821,0.829,3,PM028-5__item.webp,187,747,26.53,0.1524,,
PM028-6,PM028-6__solo.webp,931,817,0.837,3,PM028-6__item.webp,146,804,26.53,0.1524,,
PM028-7,PM028-7__solo.webp,958,857,0.894,2,PM028-7__item.webp,226,900,26.53,0.1524,,
PM028-8,PM028-8__solo.webp,956,857,0.895,2,PM028-8__item.webp,227,900,26.53,0.1524,,
PM028-9,PM028-9__solo.webp,956,857,0.889,2,PM028-9__item.webp,227,900,26.53,0.1524,,
PM029-01,PM029-01__solo.webp,1005,790,0.907,2,PM029-01__item.webp,202,810,26.53,0.1524,,
PM029-02,PM029-02__solo.webp,1211,779,0.92,2,PM029-02__item.webp,577,640,26.53,0.1524,,
PM030,PM030__solo.webp,985,837,0.929,3,PM030__p1.webp,417,836,20.92,0.166,,
PM032,PM032__solo.webp,1039,893,0.918,3,PM032__p1.webp,420,846,20.92,0.166,,
PM091,PM091__solo.webp,1083,779,0.942,2,PM091__item.webp,412,388,,,,
PM092,PM092__solo.webp,1089,789,0.851,2,PM092__item.webp,485,442,,,,
PM094,PM094__solo.webp,1216,904,0.865,2,PM094__item.webp,547,900,,,,
PM095,PM095__solo.webp,1216,761,0.906,2,PM095__item.webp,458,761,,,,
PM096,PM096__solo.webp,1217,765,0.836,2,PM096__item.webp,466,765,,,,
PM097,PM097__solo.webp,1220,857,0.926,2,PM097__item.webp,541,857,,,,
PM142,PM142__solo.webp,1566,922,0.991,3,PM142__item.webp,235,311,38.95,0.0857,,
PM143,PM143__solo.webp,1562,943,0.994,3,PM143__item.webp,288,403,38.95,0.0857,,
PM144,PM144__solo.webp,1123,816,0.909,2,PM144__item.webp,455,389,,,,
PM145,PM145__solo.webp,1083,823,0.822,2,PM145__item.webp,83,175,,,,
PM150,PM150__solo.webp,1561,725,0.991,2,PM150__item.webp,655,352,0.08,0.0093,,
PM151,PM151__solo.webp,1222,748,0.842,4,PM151__item.webp,350,264,71.53,0.1838,,
PM152,PM152__solo.webp,1573,707,0.99,2,PM152__item.webp,639,341,0.08,0.0093,,
PM153,PM153__solo.webp,1573,721,0.976,7,PM153__item.webp,320,571,71.53,0.1838,,
PM154,PM154__solo.webp,1570,965,0.991,2,PM154__item.webp,619,841,,,,
PM155,PM155__solo.webp,1574,942,0.992,2,PM155__item.webp,620,836,,,,
PM156,PM156__solo.webp,1559,951,0.992,2,PM156__item.webp,651,826,,,,
PM183,PM183__solo.webp,1073,821,0.899,1,PM183__item.webp,751,837,,,,
PM186,PM186__solo.webp,632,825,0.803,2,PM186__item.webp,632,825,,,,
PM200,PM200__solo.webp,1099,891,0.939,2,PM200__item.webp,583,558,4,0.0122,,
PM201,PM201__solo.webp,1139,837,0.938,2,PM201__item.webp,580,554,4,0.0122,,
PM202,PM202__solo.webp,1161,843,0.945,2,PM202__item.webp,504,483,4,0.0122,,
PM264,PM264__solo.webp,1530,943,0.994,6,PM264__item.webp,740,877,,,,
PM539,PM539__solo.webp,1326,786,0.935,3,PM539__item.webp,800,577,,,,
PM540,PM540__solo.webp,1363,813,0.934,3,PM540__item.webp,860,499,,,,
PM701,PM701__solo.webp,1224,871,0.899,2,PM701__item.webp,641,426,2.47,0.0436,,
PM702,PM702__solo.webp,950,908,0.82,4,PM702__item.webp,146,289,2.47,0.0436,,
PM703,PM703__solo.webp,968,883,0.798,8,PM703__item.webp,155,167,2.47,0.0436,,
PM704,PM704__solo.webp,1082,930,0.885,2,PM704__item.webp,393,424,2.47,0.0436,,
PM705,PM705__solo.webp,1090,785,0.881,2,PM705__item.webp,393,424,2.47,0.0436,,
PM706-2,PM706-2__solo.webp,1087,891,0.906,2,PM706-2__item.webp,398,424,2.47,0.0436,,
PM707-2,PM707-2__solo.webp,1087,772,0.903,2,PM707-2__item.webp,394,424,2.47,0.0436,,
PM708-2,PM708-2__solo.webp,1087,820,0.881,2,PM708-2__item.webp,393,424,2.47,0.0436,,
PM709-2,PM709-2__solo.webp,1085,850,0.886,2,PM709-2__item.webp,394,425,2.47,0.0436,,
PM710-2,PM710-2__solo.webp,1056,860,0.921,2,PM710-2__item.webp,335,390,2.47,0.0436,,
PM711-2,PM711-2__solo.webp,1086,918,0.928,2,PM711-2__item.webp,393,424,2.47,0.0436,,
PM717,PM717__solo.webp,1086,648,0.925,2,PM717__item.webp,394,425,2.47,0.0436,,
PM724,PM724__solo.webp,1046,934,0.943,3,PM724__item.webp,396,864,5.9,0.0632,,
PM725,PM725__solo.webp,961,810,0.942,3,PM725__item.webp,333,727,5.9,0.0632,,
PM726,PM726__solo.webp,1171,807,0.932,4,PM726__item.webp,184,276,5.9,0.0632,,
PM801,PM801__solo.webp,870,566,0.818,1,PM801__item.webp,829,513,,,,
PM802,PM802__solo.webp,978,636,0.851,1,PM802__item.webp,900,558,0.03,0.0046,,
PM802A,PM802A__solo.webp,1105,718,0.878,1,PM802A__item.webp,900,556,0.03,0.0046,,
PM803,PM803__solo.webp,842,495,0.798,1,PM803__item.webp,804,435,,,,
PM804,PM804__solo.webp,978,574,0.842,1,PM804__item.webp,900,486,,,,
PM805,PM805__solo.webp,1082,635,0.866,1,PM805__item.webp,900,486,,,,
PM806,PM806__solo.webp,846,532,0.804,1,PM806__item.webp,800,468,,,,
PM807,PM807__solo.webp,961,606,0.841,1,PM807__item.webp,900,524,,,,
PM808,PM808__solo.webp,1107,697,0.875,1,PM808__item.webp,900,524,,,,
PM933,PM933__solo.webp,1528,943,0.977,4,PM933__item.webp,397,724,,,,
PM934,PM934__solo.webp,1540,957,0.993,2,PM934__item.webp,900,755,6.95,0.1531,,
PM935,PM935__solo.webp,1540,947,0.991,3,PM935__item.webp,571,853,6.95,0.1531,,
PM936,PM936__solo.webp,1530,943,0.991,3,PM936__item.webp,900,380,,,,
PN030N-1,PN030N-1__solo.webp,1540,891,0.989,3,PN030N-1__item.webp,454,465,23.95,0.0965,,
PN030N-2,PN030N-2__solo.webp,1454,885,0.991,3,PN030N-2__item.webp,493,512,23.95,0.0965,,
PN030N-3,PN030N-3__solo.webp,1528,951,0.99,3,PN030N-3__item.webp,459,462,23.95,0.0965,,
PN030N-4,PN030N-4__solo.webp,1529,966,0.991,2,PN030N-4__item.webp,511,521,23.95,0.0965,,
PN032-1,PN032-1__solo.webp,1492,848,0.988,3,PN032-1__item.webp,490,368,26.67,0.0895,,
PN032-2,PN032-2__solo.webp,1468,848,0.988,3,PN032-2__item.webp,492,372,26.67,0.0895,,
PN032-3,PN032-3__solo.webp,1436,848,0.988,3,PN032-3__item.webp,522,395,26.67,0.0895,,
PN032-4,PN032-4__solo.webp,1453,848,0.988,3,PN032-4__item.webp,533,397,26.67,0.0895,,
PN108,PN108__solo.webp,1473,910,0.99,3,PN108__item.webp,272,409,,,,
PN109,PN109__solo.webp,1568,943,0.989,3,PN109__item.webp,273,409,,,,
PN110,PN110__solo.webp,1540,946,0.992,3,PN110__item.webp,282,418,40.56,0.0549,,
PN110P,PN110P__solo.webp,1560,938,0.993,3,PN110P__item.webp,308,464,40.56,0.0549,,
PN125-01,PN125-01__solo.webp,1528,904,0.919,5,PN125-01__item.webp,387,900,24.8,0.1696,,
PN125-02,PN125-02__solo.webp,1528,902,0.886,5,PN125-02__item.webp,388,900,24.8,0.1696,,
PN125-03,PN125-03__solo.webp,1527,902,0.937,4,PN125-03__p1.webp,386,900,24.8,0.1696,,
PN125-05,PN125-05__solo.webp,1527,904,0.929,4,PN125-05__p1.webp,387,900,24.8,0.1696,,
PN125-19,PN125-19__solo.webp,1528,745,0.908,5,PN125-19__p2.webp,267,297,24.8,0.1696,,
PN125-20,PN125-20__solo.webp,1530,937,0.926,6,PN125-20__p4.webp,256,286,24.8,0.1696,,
PN125-21,PN125-21__solo.webp,1127,945,0.805,13,PN125-21__item.webp,617,900,24.8,0.1696,,
PN125-23,PN125-23__solo.webp,1218,940,0.86,3,PN125-23__p1.webp,617,900,24.8,0.1696,,
PN125-25,PN125-25__solo.webp,1207,947,0.854,4,PN125-25__p1.webp,616,900,24.8,0.1696,,
PN125-26,PN125-26__solo.webp,1210,947,0.827,3,PN125-26__p1.webp,616,900,24.8,0.1696,,
PN125-28,PN125-28__solo.webp,1209,947,0.786,4,PN125-28__p1.webp,616,900,24.8,0.1696,,
PN125-32,PN125-32__solo.webp,1197,940,0.842,3,PN125-32__p1.webp,616,900,24.8,0.1696,,
PN125-34,PN125-34__solo.webp,1529,940,0.992,4,PN125-34__p1.webp,630,900,24.8,0.1696,,
PN125-35,PN125-35__solo.webp,1182,947,0.783,13,PN125-35__item.webp,617,900,24.8,0.1696,,
PN125-40,PN125-40__solo.webp,1226,941,0.766,23,PN125-40__item.webp,182,203,24.8,0.1696,,
PN125-41,PN125-41__solo.webp,1223,947,0.862,5,PN125-41__p1.webp,615,900,24.8,0.1696,,
PN125-42,PN125-42__solo.webp,1224,937,0.853,5,PN125-42__p1.webp,618,900,24.8,0.1696,,
PN125-43,PN125-43__solo.webp,1532,951,0.992,3,PN125-43__p1.webp,618,900,24.8,0.1696,,
PN125-55,PN125-55__solo.webp,1529,937,0.988,3,PN125-55__p1.webp,617,900,24.8,0.1696,,
PN125-56,PN125-56__solo.webp,1425,905,0.984,5,PN125-56__p1.webp,540,788,24.8,0.1696,,
PN125-57,PN125-57__solo.webp,1206,941,0.849,4,PN125-57__p1.webp,617,900,24.8,0.1696,,
PN125-63,PN125-63__solo.webp,1210,947,0.812,4,PN125-63__item.webp,616,900,24.8,0.1696,,
PN125-67,PN125-67__solo.webp,1528,958,0.992,4,PN125-67__item.webp,315,900,24.8,0.1696,,
PN125-69,PN125-69__solo.webp,1528,958,0.99,3,PN125-69__item.webp,361,786,24.8,0.1696,,
PN125-70,PN125-70__solo.webp,622,897,0.757,4,PN125-70__item.webp,622,897,24.8,0.1696,,
PN125-71,PN125-71__solo.webp,655,945,0.652,13,PN125-71__p1.webp,623,900,24.8,0.1696,,
PN125-86,PN125-86__solo.webp,1128,945,0.647,6,PN125-86__item.webp,623,900,24.8,0.1696,,
PN125-87,PN125-87__solo.webp,1125,945,0.648,6,PN125-87__item.webp,623,900,24.8,0.1696,,
PN126-12,PN126-12__solo.webp,1528,889,0.982,4,PN126-12__item.webp,506,710,,,,
PN138-1,PN138-1__solo.webp,1478,929,0.948,3,PN138-1__item.webp,509,675,10.19,0.1992,,
PN138-2,PN138-2__solo.webp,1478,954,0.946,3,PN138-2__item.webp,509,675,10.19,0.1992,,
PN150-01,PN150-01__solo.webp,1529,954,0.989,3,PN150-01__item.webp,572,900,,,,
PN151-00,PN151-00__solo.webp,934,858,0.806,3,PN151-00__item.webp,367,541,2.36,0.1834,,
PN151-01,PN151-01__solo.webp,1022,778,0.725,3,PN151-01__item.webp,365,531,2.36,0.1834,,
PN151-02,PN151-02__solo.webp,947,779,0.708,3,PN151-02__item.webp,354,523,2.36,0.1834,,
PN151-03,PN151-03__solo.webp,933,859,0.751,3,PN151-03__item.webp,369,588,2.36,0.1834,,
PN151-04,PN151-04__solo.webp,931,825,0.749,3,PN151-04__item.webp,366,540,2.36,0.1834,,
PN151-05,PN151-05__solo.webp,927,844,0.742,3,PN151-05__item.webp,367,540,2.36,0.1834,,
PN151-06,PN151-06__solo.webp,938,867,0.749,3,PN151-06__item.webp,384,589,2.36,0.1834,,
PN151-07,PN151-07__solo.webp,1160,835,0.962,4,PN151-07__item.webp,386,589,2.36,0.1834,,
PN151-08,PN151-08__solo.webp,936,856,0.755,3,PN151-08__item.webp,385,587,2.36,0.1834,,
PN151-09,PN151-09__solo.webp,935,855,0.748,3,PN151-09__item.webp,385,587,2.36,0.1834,,
PN151-10,PN151-10__solo.webp,943,858,0.739,3,PN151-10__item.webp,272,57,2.36,0.1834,,
PN151-11,PN151-11__solo.webp,940,848,0.741,3,PN151-11__item.webp,259,55,2.36,0.1834,,
PN151-12,PN151-12__solo.webp,940,846,0.734,3,PN151-12__item.webp,362,536,2.36,0.1834,,
PN151-13,PN151-13__solo.webp,940,848,0.707,3,PN151-13__item.webp,363,537,2.36,0.1834,,
PN151-14,PN151-14__solo.webp,937,847,0.711,3,PN151-14__item.webp,363,537,2.36,0.1834,,
PN151-15,PN151-15__solo.webp,1053,910,0.742,3,PN151-15__item.webp,438,651,2.36,0.1834,,
PN151-16,PN151-16__solo.webp,933,848,0.727,3,PN151-16__item.webp,502,848,2.36,0.1834,,
PN151-17,PN151-17__solo.webp,940,848,0.691,3,PN151-17__item.webp,363,537,2.36,0.1834,,
PN151-18,PN151-18__solo.webp,936,842,0.688,3,PN151-18__item.webp,365,539,2.36,0.1834,,
PN151-19,PN151-19__solo.webp,940,847,0.7,3,PN151-19__item.webp,366,541,2.36,0.1834,,
PN151-20,PN151-20__solo.webp,939,846,0.703,3,PN151-20__item.webp,367,543,2.36,0.1834,,
PN151-21,PN151-21__solo.webp,936,867,0.723,3,PN151-21__item.webp,369,543,2.36,0.1834,,
PN151-22,PN151-22__solo.webp,934,846,0.681,3,PN151-22__item.webp,367,541,2.36,0.1834,,
PN151-23,PN151-23__solo.webp,936,864,0.679,2,PN151-23__item.webp,366,542,2.36,0.1834,,
PN151-24,PN151-24__solo.webp,940,843,0.685,3,PN151-24__item.webp,366,541,2.36,0.1834,,
PN151-25,PN151-25__solo.webp,940,845,0.739,3,PN151-25__item.webp,369,545,2.36,0.1834,,
PN151-26,PN151-26__solo.webp,934,843,0.677,3,PN151-26__item.webp,367,542,2.36,0.1834,,
PN151-27,PN151-27__solo.webp,938,849,0.712,3,PN151-27__item.webp,367,541,2.36,0.1834,,
PN151-28,PN151-28__solo.webp,940,855,0.667,3,PN151-28__item.webp,366,540,2.36,0.1834,,
PN151-29,PN151-29__solo.webp,940,853,0.659,4,PN151-29__item.webp,368,545,2.36,0.1834,,
PN151-30,PN151-30__solo.webp,928,840,0.672,3,PN151-30__item.webp,366,541,2.36,0.1834,,
PN151-31,PN151-31__solo.webp,936,856,0.73,3,PN151-31__item.webp,366,541,2.36,0.1834,,
PN151-32,PN151-32__solo.webp,945,864,0.699,3,PN151-32__item.webp,367,541,2.36,0.1834,,
PN151-33,PN151-33__solo.webp,929,840,0.695,3,PN151-33__item.webp,368,543,2.36,0.1834,,
PN151-34,PN151-34__solo.webp,923,861,0.68,3,PN151-34__item.webp,384,589,2.36,0.1834,,
PN151-35,PN151-35__solo.webp,934,842,0.652,3,PN151-35__item.webp,366,541,2.36,0.1834,,
PN151-36,PN151-36__solo.webp,934,853,0.662,3,PN151-36__item.webp,385,587,2.36,0.1834,,
PN151-37,PN151-37__solo.webp,940,846,0.64,3,PN151-37__item.webp,370,546,2.36,0.1834,,
PN151-38,PN151-38__solo.webp,935,855,0.658,3,PN151-38__item.webp,366,541,2.36,0.1834,,
PN151-39,PN151-39__solo.webp,1098,755,0.772,3,PN151-39__item.webp,453,755,2.36,0.1834,,
PN166-01,PN166-01__solo.webp,728,611,0.504,2,PN166-01__item.webp,482,329,,,,
PN170-1,PN170-1__solo.webp,1503,783,0.937,2,PN170-1__item.webp,900,550,14.36,0.1335,,
PN170,PN170__solo.webp,1184,843,0.877,2,PN170__item.webp,541,787,14.36,0.1335,,
PN171-1,PN171-1__solo.webp,1218,854,0.869,1,PN171-1__item.webp,900,631,14.36,0.1335,,
PN171,PN171__solo.webp,1167,904,0.875,2,PN171__item.webp,455,804,14.36,0.1335,,
PN172-1,PN172-1__solo.webp,1199,684,0.853,2,PN172-1__item.webp,644,261,14.36,0.1335,,
PN172,PN172__solo.webp,1198,685,0.854,2,PN172__item.webp,618,273,14.36,0.1335,,
PN173-1,PN173-1__solo.webp,1168,622,0.851,2,PN173-1__item.webp,534,267,14.36,0.1335,,
PN173,PN173__solo.webp,1105,492,0.789,2,PN173__item.webp,531,194,14.36,0.1335,,
PN174,PN174__solo.webp,1159,792,0.877,2,PN174__item.webp,557,321,30.38,0.1417,,
PN175,PN175__solo.webp,1145,865,0.884,2,PN175__item.webp,557,409,30.38,0.1417,,
PN176,PN176__solo.webp,1448,867,0.994,4,PN176__item.webp,675,463,30.38,0.1417,,
PN177,PN177__solo.webp,1207,962,0.877,2,PN177__item.webp,628,327,,,,
PN178,PN178__solo.webp,1174,865,0.88,2,PN178__item.webp,620,366,,,,
PN179,PN179__solo.webp,1158,838,0.885,3,PN179__item.webp,703,424,,,,
PN180,PN180__solo.webp,1196,667,0.872,2,PN180__item.webp,540,434,,,,
PN181,PN181__solo.webp,1192,736,0.869,2,PN181__item.webp,539,424,,,,
PN182,PN182__solo.webp,1200,585,0.867,2,PN182__item.webp,538,413,30.38,0.1417,,
PN183,PN183__solo.webp,1186,644,0.869,2,PN183__item.webp,539,432,30.38,0.1417,,
PN185,PN185__solo.webp,1197,641,0.87,2,PN185__item.webp,536,427,30.38,0.1417,,
PN187,PN187__solo.webp,1167,596,0.863,2,PN187__item.webp,487,388,45.52,0.1308,,
PN188,PN188__solo.webp,1182,661,0.87,2,PN188__item.webp,531,416,45.52,0.1308,,
PN189,PN189__solo.webp,1175,800,0.872,2,PN189__item.webp,599,427,45.52,0.1308,,
PN191,PN191__solo.webp,1222,690,0.876,2,PN191__item.webp,574,455,45.52,0.1308,,
PN192,PN192__solo.webp,1222,708,0.879,2,PN192__item.webp,589,466,45.52,0.1308,,
PN194,PN194__solo.webp,1490,829,0.993,4,PN194__item.webp,695,436,2.68,0.0898,,
PN195,PN195__solo.webp,1498,821,0.993,4,PN195__item.webp,756,395,2.68,0.0898,,
PN198,PN198__solo.webp,600,509,0.718,1,PN198__item.webp,534,459,,,,
PN199A3-100,PN199A3-100__solo.webp,1534,957,0.99,11,PN199A3-100__item.webp,823,612,0.01,0.0042,,
PN199A4-100,PN199A4-100__solo.webp,1528,949,0.99,14,PN199A4-100__item.webp,853,531,0.01,0.0042,,
PN200A3-100,PN200A3-100__solo.webp,1535,957,0.99,12,PN200A3-100__item.webp,826,605,0.13,0.0105,,
PN200A4-100,PN200A4-100__solo.webp,1528,949,0.988,14,PN200A4-100__item.webp,855,533,0.13,0.0105,,
PN201-10,PN201-10__solo.webp,1208,928,0.879,3,PN201-10__item.webp,346,43,,,,
PN202A,PN202A__solo.webp,1184,942,0.893,6,PN202A__item.webp,564,477,45.93,0.0032,,
PN202N,PN202N__solo.webp,1183,942,0.894,4,PN202N__item.webp,565,478,45.93,0.0032,,
PN204,PN204__solo.webp,1520,902,0.923,9,PN204__item.webp,899,532,,,,
PN206,PN206__solo.webp,1035,868,0.917,2,PN206__item.webp,382,868,,,,
PN208-A4,PN208-A4__solo.webp,1234,941,0.948,4,PN208-A4__item.webp,508,502,0.23,0.0024,,
PN208,PN208__solo.webp,1234,940,0.948,3,PN208__item.webp,509,502,0.23,0.0024,,
PN209-A4,PN209-A4__solo.webp,1257,945,0.95,4,PN209-A4__item.webp,586,442,0.06,0.002,,
PN209,PN209__solo.webp,1257,944,0.952,3,PN209__item.webp,586,442,0.06,0.002,,
PN210-A4,PN210-A4__solo.webp,1216,945,0.895,4,PN210-A4__item.webp,505,491,0.22,0.0068,,
PN210,PN210__solo.webp,1248,944,0.906,4,PN210__item.webp,507,490,0.22,0.0068,,
PN211-25,PN211-25__solo.webp,1528,947,0.992,5,PN211-25__item.webp,530,381,81.2,0.129,,
PN211-A3,PN211-A3__solo.webp,1429,892,0.994,6,PN211-A3__item.webp,357,282,81.2,0.129,,
PN211-A4,PN211-A4__solo.webp,1176,941,0.897,4,PN211-A4__item.webp,500,470,81.2,0.129,,
PN211,PN211__solo.webp,1176,940,0.896,3,PN211__item.webp,499,470,81.2,0.129,,
PN211B-A3,PN211B-A3__solo.webp,1405,825,0.851,7,PN211B-A3__item.webp,164,164,81.2,0.129,,
PN211B-A4,PN211B-A4__solo.webp,1221,941,0.893,4,PN211B-A4__item.webp,482,457,81.2,0.129,,
PN211B,PN211B__solo.webp,1221,940,0.882,3,PN211B__item.webp,482,455,81.2,0.129,,
PN211N,PN211N__solo.webp,831,939,0.924,7,PN211N__item.webp,285,307,81.2,0.129,,
PN216-A4,PN216-A4__solo.webp,1264,941,0.962,4,PN216-A4__item.webp,680,482,0.25,0.0054,,
PN216,PN216__solo.webp,1186,940,0.961,3,PN216__item.webp,617,436,0.25,0.0054,,
PN217-A4,PN217-A4__solo.webp,1206,941,0.84,5,PN217-A4__item.webp,446,482,81.06,0.1078,,
PN217,PN217__solo.webp,1414,947,0.995,8,PN217__item.webp,396,475,81.06,0.1078,,
PN219-A4,PN219-A4__solo.webp,1485,863,0.976,4,PN219-A4__item.webp,400,476,81.06,0.1078,,
PN219,PN219__solo.webp,1234,940,0.907,3,PN219__item.webp,595,460,81.06,0.1078,,
PN220,PN220__solo.webp,1424,877,0.974,6,PN220__item.webp,395,476,,,,
PN221-01,PN221-01__solo.webp,1180,868,0.898,2,PN221-01__item.webp,381,868,44.85,0.032,,
PN221-02,PN221-02__solo.webp,1527,956,0.993,2,PN221-02__item.webp,379,866,44.85,0.032,,
PN221-03,PN221-03__solo.webp,1528,958,0.993,2,PN221-03__item.webp,380,869,44.85,0.032,,
PN221-04,PN221-04__solo.webp,1532,959,0.993,2,PN221-04__item.webp,380,870,44.85,0.032,,
PN221-05,PN221-05__solo.webp,1531,960,0.993,2,PN221-05__item.webp,380,872,44.85,0.032,,
PN221-06,PN221-06__solo.webp,1531,960,0.993,2,PN221-06__item.webp,381,872,44.85,0.032,,
PN221-07,PN221-07__solo.webp,1531,960,0.993,2,PN221-07__item.webp,381,871,44.85,0.032,,
PN221-08,PN221-08__solo.webp,1531,958,0.993,2,PN221-08__item.webp,380,869,44.85,0.032,,
PN221-09,PN221-09__solo.webp,1530,958,0.993,2,PN221-09__item.webp,380,869,44.85,0.032,,
PN221-10,PN221-10__solo.webp,1530,959,0.993,2,PN221-10__item.webp,380,870,44.85,0.032,,
PN221-11,PN221-11__solo.webp,1530,958,0.993,2,PN221-11__item.webp,380,869,44.85,0.032,,
PN221-12,PN221-12__solo.webp,1529,957,0.993,2,PN221-12__item.webp,379,868,44.85,0.032,,
PN221-13,PN221-13__solo.webp,1529,958,0.993,2,PN221-13__item.webp,380,869,44.85,0.032,,
PN221-14,PN221-14__solo.webp,1529,958,0.993,2,PN221-14__item.webp,380,869,44.85,0.032,,
PN221-15,PN221-15__solo.webp,1529,958,0.993,2,PN221-15__item.webp,380,869,44.85,0.032,,
PN221-16,PN221-16__solo.webp,1529,958,0.993,2,PN221-16__item.webp,380,869,44.85,0.032,,
PN221-17,PN221-17__solo.webp,1529,957,0.993,2,PN221-17__item.webp,379,868,44.85,0.032,,
PN221-18,PN221-18__solo.webp,1529,960,0.993,2,PN221-18__item.webp,381,870,44.85,0.032,,
PN221-19,PN221-19__solo.webp,1529,960,0.993,2,PN221-19__item.webp,381,871,44.85,0.032,,
PN221-20,PN221-20__solo.webp,1529,959,0.993,2,PN221-20__item.webp,381,870,44.85,0.032,,
PN221-21,PN221-21__solo.webp,1528,959,0.993,2,PN221-21__item.webp,380,867,44.85,0.032,,
PN221-22,PN221-22__solo.webp,1528,959,0.993,2,PN221-22__item.webp,380,870,44.85,0.032,,
PN221-23,PN221-23__solo.webp,1528,956,0.993,2,PN221-23__item.webp,380,867,44.85,0.032,,
PN221-24,PN221-24__solo.webp,1528,960,0.993,2,PN221-24__item.webp,381,871,44.85,0.032,,
PN221,PN221__solo.webp,1028,947,0.925,2,PN221__item.webp,381,868,44.85,0.032,,
PN222-01,PN222-01__solo.webp,1136,896,0.863,2,PN222-01__item.webp,209,896,53.53,0.0084,,
PN222-02,PN222-02__solo.webp,1135,896,0.863,2,PN222-02__item.webp,209,896,53.53,0.0084,,
PN222-03,PN222-03__solo.webp,1135,896,0.863,2,PN222-03__item.webp,209,896,53.53,0.0084,,
PN222-04,PN222-04__solo.webp,1133,896,0.863,2,PN222-04__item.webp,209,896,53.53,0.0084,,
PN222-05,PN222-05__solo.webp,1134,896,0.863,2,PN222-05__item.webp,209,896,53.53,0.0084,,
PN222-06,PN222-06__solo.webp,1135,896,0.863,2,PN222-06__item.webp,209,896,53.53,0.0084,,
PN222-07,PN222-07__solo.webp,1133,896,0.863,2,PN222-07__item.webp,209,896,53.53,0.0084,,
PN222-08,PN222-08__solo.webp,1136,896,0.863,2,PN222-08__item.webp,209,896,53.53,0.0084,,
